timestamp,type_id,rank_index,wideband_cqi_cw0,wideband_cqi_cw1,single_wb_pmi,single_mb_pmi,carrier_index
2024-08-09 11:30:21.243086,LTE_PHY_PUSCH_CSF,Rank 2,9,7,0,0,PCC
2024-08-09 11:30:21.243086,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.253093,LTE_PHY_PUSCH_CSF,Rank 2,9,8,0,0,PCC
2024-08-09 11:30:21.253093,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.263080,LTE_PHY_PUSCH_CSF,Rank 2,10,8,0,0,PCC
2024-08-09 11:30:21.263080,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:21.273083,LTE_PHY_PUSCH_CSF,Rank 2,10,8,0,0,PCC
2024-08-09 11:30:21.273083,LTE_PHY_PUSCH_CSF,Rank 1,8,0,0,0,SCC-2
2024-08-09 11:30:21.283086,LTE_PHY_PUSCH_CSF,Rank 2,9,7,0,0,PCC
2024-08-09 11:30:21.283086,LTE_PHY_PUSCH_CSF,Rank 1,7,0,0,0,SCC-2
2024-08-09 11:30:21.293094,LTE_PHY_PUSCH_CSF,Rank 2,9,7,0,0,PCC
2024-08-09 11:30:21.293094,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:21.303090,LTE_PHY_PUSCH_CSF,Rank 1,8,0,0,0,PCC
2024-08-09 11:30:21.303090,LTE_PHY_PUSCH_CSF,Rank 1,8,0,0,0,SCC-2
2024-08-09 11:30:21.313082,LTE_PHY_PUSCH_CSF,Rank 1,9,0,0,0,PCC
2024-08-09 11:30:21.313082,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.323082,LTE_PHY_PUSCH_CSF,Rank 1,10,0,0,0,PCC
2024-08-09 11:30:21.323082,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.333088,LTE_PHY_PUSCH_CSF,Rank 2,8,5,0,0,PCC
2024-08-09 11:30:21.333088,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.343087,LTE_PHY_PUSCH_CSF,Rank 2,9,6,0,0,PCC
2024-08-09 11:30:21.343087,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:21.353085,LTE_PHY_PUSCH_CSF,Rank 2,10,7,0,0,PCC
2024-08-09 11:30:21.353085,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:21.362974,LTE_PHY_PUSCH_CSF,Rank 2,9,9,1,0,PCC
2024-08-09 11:30:21.362974,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.373082,LTE_PHY_PUSCH_CSF,Rank 2,10,8,0,0,PCC
2024-08-09 11:30:21.373082,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.383084,LTE_PHY_PUSCH_CSF,Rank 2,9,7,0,0,PCC
2024-08-09 11:30:21.383084,LTE_PHY_PUSCH_CSF,Rank 1,8,0,0,0,SCC-2
2024-08-09 11:30:21.393086,LTE_PHY_PUSCH_CSF,Rank 2,9,7,0,0,PCC
2024-08-09 11:30:21.393086,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:21.402834,LTE_PHY_PUSCH_CSF,Rank 2,9,7,0,0,PCC
2024-08-09 11:30:21.402834,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:21.413101,LTE_PHY_PUSCH_CSF,Rank 2,9,7,0,0,PCC
2024-08-09 11:30:21.413101,LTE_PHY_PUSCH_CSF,Rank 1,8,0,0,0,SCC-2
2024-08-09 11:30:21.423084,LTE_PHY_PUSCH_CSF,Rank 2,8,9,1,0,PCC
2024-08-09 11:30:21.423084,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.433089,LTE_PHY_PUSCH_CSF,Rank 2,9,10,1,0,PCC
2024-08-09 11:30:21.433089,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.443089,LTE_PHY_PUSCH_CSF,Rank 2,9,10,1,0,PCC
2024-08-09 11:30:21.443089,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.453090,LTE_PHY_PUSCH_CSF,Rank 2,9,8,0,0,PCC
2024-08-09 11:30:21.453090,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:21.462955,LTE_PHY_PUSCH_CSF,Rank 2,8,7,0,0,PCC
2024-08-09 11:30:21.462955,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:21.473088,LTE_PHY_PUSCH_CSF,Rank 2,8,7,0,0,PCC
2024-08-09 11:30:21.473088,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.483096,LTE_PHY_PUSCH_CSF,Rank 1,8,0,0,0,PCC
2024-08-09 11:30:21.483096,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.493082,LTE_PHY_PUSCH_CSF,Rank 1,7,0,0,0,PCC
2024-08-09 11:30:21.493082,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.503116,LTE_PHY_PUSCH_CSF,Rank 1,7,0,0,0,PCC
2024-08-09 11:30:21.503116,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.513092,LTE_PHY_PUSCH_CSF,Rank 1,6,0,0,0,PCC
2024-08-09 11:30:21.513092,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.523085,LTE_PHY_PUSCH_CSF,Rank 1,7,0,0,0,PCC
2024-08-09 11:30:21.523085,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:21.533090,LTE_PHY_PUSCH_CSF,Rank 1,9,0,0,0,PCC
2024-08-09 11:30:21.533090,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.543081,LTE_PHY_PUSCH_CSF,Rank 1,9,0,0,0,PCC
2024-08-09 11:30:21.543081,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:21.553082,LTE_PHY_PUSCH_CSF,Rank 2,7,5,0,0,PCC
2024-08-09 11:30:21.553082,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:21.563081,LTE_PHY_PUSCH_CSF,Rank 2,8,6,0,0,PCC
2024-08-09 11:30:21.563081,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.573081,LTE_PHY_PUSCH_CSF,Rank 2,9,7,0,0,PCC
2024-08-09 11:30:21.573081,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.583086,LTE_PHY_PUSCH_CSF,Rank 2,8,9,1,0,PCC
2024-08-09 11:30:21.583086,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.593084,LTE_PHY_PUSCH_CSF,Rank 2,8,9,1,0,PCC
2024-08-09 11:30:21.593084,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:21.603085,LTE_PHY_PUSCH_CSF,Rank 2,9,10,1,0,PCC
2024-08-09 11:30:21.603085,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.612963,LTE_PHY_PUSCH_CSF,Rank 2,9,8,0,0,PCC
2024-08-09 11:30:21.612963,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:21.623085,LTE_PHY_PUSCH_CSF,Rank 2,7,8,1,0,PCC
2024-08-09 11:30:21.623085,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:21.633084,LTE_PHY_PUSCH_CSF,Rank 2,7,8,1,0,PCC
2024-08-09 11:30:21.633084,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:21.643086,LTE_PHY_PUSCH_CSF,Rank 2,8,8,1,0,PCC
2024-08-09 11:30:21.643086,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:21.653085,LTE_PHY_PUSCH_CSF,Rank 2,8,9,1,0,PCC
2024-08-09 11:30:21.653085,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:21.663092,LTE_PHY_PUSCH_CSF,Rank 2,8,8,1,0,PCC
2024-08-09 11:30:21.663092,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:21.673086,LTE_PHY_PUSCH_CSF,Rank 2,8,9,1,0,PCC
2024-08-09 11:30:21.673086,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.683084,LTE_PHY_PUSCH_CSF,Rank 2,8,8,1,0,PCC
2024-08-09 11:30:21.683084,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:21.693083,LTE_PHY_PUSCH_CSF,Rank 2,7,6,0,0,PCC
2024-08-09 11:30:21.693083,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.703088,LTE_PHY_PUSCH_CSF,Rank 2,6,7,1,0,PCC
2024-08-09 11:30:21.703088,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:21.713087,LTE_PHY_PUSCH_CSF,Rank 2,7,8,1,0,PCC
2024-08-09 11:30:21.713087,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:21.723087,LTE_PHY_PUSCH_CSF,Rank 2,7,8,1,0,PCC
2024-08-09 11:30:21.723087,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:21.733086,LTE_PHY_PUSCH_CSF,Rank 2,8,8,1,0,PCC
2024-08-09 11:30:21.733086,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.743097,LTE_PHY_PUSCH_CSF,Rank 2,8,9,1,0,PCC
2024-08-09 11:30:21.743097,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:21.753090,LTE_PHY_PUSCH_CSF,Rank 2,9,9,1,0,PCC
2024-08-09 11:30:21.753090,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:21.763095,LTE_PHY_PUSCH_CSF,Rank 2,9,9,1,0,PCC
2024-08-09 11:30:21.763095,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:21.773092,LTE_PHY_PUSCH_CSF,Rank 2,8,7,0,0,PCC
2024-08-09 11:30:21.773092,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:21.783088,LTE_PHY_PUSCH_CSF,Rank 2,7,7,1,0,PCC
2024-08-09 11:30:21.783088,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.793100,LTE_PHY_PUSCH_CSF,Rank 1,9,0,0,0,PCC
2024-08-09 11:30:21.793100,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.802882,LTE_PHY_PUSCH_CSF,Rank 1,10,0,0,0,PCC
2024-08-09 11:30:21.802882,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.813087,LTE_PHY_PUSCH_CSF,Rank 2,6,7,1,0,PCC
2024-08-09 11:30:21.813087,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:21.822962,LTE_PHY_PUSCH_CSF,Rank 2,6,7,1,0,PCC
2024-08-09 11:30:21.822962,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:21.833091,LTE_PHY_PUSCH_CSF,Rank 2,7,7,1,0,PCC
2024-08-09 11:30:21.833091,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:21.843082,LTE_PHY_PUSCH_CSF,Rank 2,7,7,1,0,PCC
2024-08-09 11:30:21.843082,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.853080,LTE_PHY_PUSCH_CSF,Rank 2,7,7,0,0,PCC
2024-08-09 11:30:21.853080,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.863089,LTE_PHY_PUSCH_CSF,Rank 2,7,7,1,0,PCC
2024-08-09 11:30:21.863089,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:21.873079,LTE_PHY_PUSCH_CSF,Rank 2,7,8,1,0,PCC
2024-08-09 11:30:21.873079,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.883081,LTE_PHY_PUSCH_CSF,Rank 2,7,7,0,0,PCC
2024-08-09 11:30:21.883081,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.893081,LTE_PHY_PUSCH_CSF,Rank 2,7,7,0,0,PCC
2024-08-09 11:30:21.893081,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.903086,LTE_PHY_PUSCH_CSF,Rank 2,7,8,0,0,PCC
2024-08-09 11:30:21.903086,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.913086,LTE_PHY_PUSCH_CSF,Rank 2,8,8,0,0,PCC
2024-08-09 11:30:21.913086,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.923091,LTE_PHY_PUSCH_CSF,Rank 2,8,9,0,0,PCC
2024-08-09 11:30:21.923091,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.932971,LTE_PHY_PUSCH_CSF,Rank 2,8,8,0,0,PCC
2024-08-09 11:30:21.932971,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.943089,LTE_PHY_PUSCH_CSF,Rank 2,8,8,0,0,PCC
2024-08-09 11:30:21.943089,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.953087,LTE_PHY_PUSCH_CSF,Rank 2,8,8,0,0,PCC
2024-08-09 11:30:21.953087,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:21.963087,LTE_PHY_PUSCH_CSF,Rank 2,9,9,0,0,PCC
2024-08-09 11:30:21.963087,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.973079,LTE_PHY_PUSCH_CSF,Rank 1,7,0,0,0,PCC
2024-08-09 11:30:21.973079,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:21.983081,LTE_PHY_PUSCH_CSF,Rank 1,6,0,0,0,PCC
2024-08-09 11:30:21.983081,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:21.993079,LTE_PHY_PUSCH_CSF,Rank 1,6,0,0,0,PCC
2024-08-09 11:30:21.993079,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:22.003084,LTE_PHY_PUSCH_CSF,Rank 1,8,0,0,0,PCC
2024-08-09 11:30:22.003084,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.013081,LTE_PHY_PUSCH_CSF,Rank 1,7,0,0,0,PCC
2024-08-09 11:30:22.013081,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.023093,LTE_PHY_PUSCH_CSF,Rank 1,9,0,0,0,PCC
2024-08-09 11:30:22.023093,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.033083,LTE_PHY_PUSCH_CSF,Rank 1,7,0,0,0,PCC
2024-08-09 11:30:22.033083,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.043089,LTE_PHY_PUSCH_CSF,Rank 2,6,4,0,0,PCC
2024-08-09 11:30:22.043089,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:22.053089,LTE_PHY_PUSCH_CSF,Rank 2,8,6,0,0,PCC
2024-08-09 11:30:22.053089,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:22.063085,LTE_PHY_PUSCH_CSF,Rank 1,8,0,0,0,PCC
2024-08-09 11:30:22.063085,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:22.073080,LTE_PHY_PUSCH_CSF,Rank 1,8,0,0,0,PCC
2024-08-09 11:30:22.073080,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:22.083085,LTE_PHY_PUSCH_CSF,Rank 2,7,4,0,0,PCC
2024-08-09 11:30:22.083085,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:22.093085,LTE_PHY_PUSCH_CSF,Rank 2,8,5,0,0,PCC
2024-08-09 11:30:22.093085,LTE_PHY_PUSCH_CSF,Rank 1,7,0,2,0,SCC-2
2024-08-09 11:30:22.103088,LTE_PHY_PUSCH_CSF,Rank 1,8,0,0,0,PCC
2024-08-09 11:30:22.103088,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.112931,LTE_PHY_PUSCH_CSF,Rank 1,9,0,0,0,PCC
2024-08-09 11:30:22.112931,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.123118,LTE_PHY_PUSCH_CSF,Rank 1,10,0,0,0,PCC
2024-08-09 11:30:22.123118,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.133079,LTE_PHY_PUSCH_CSF,Rank 1,9,0,0,0,PCC
2024-08-09 11:30:22.133079,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.143079,LTE_PHY_PUSCH_CSF,Rank 1,9,0,0,0,PCC
2024-08-09 11:30:22.143079,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.153078,LTE_PHY_PUSCH_CSF,Rank 1,10,0,0,0,PCC
2024-08-09 11:30:22.153078,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.163093,LTE_PHY_PUSCH_CSF,Rank 2,8,4,0,0,PCC
2024-08-09 11:30:22.163093,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.173079,LTE_PHY_PUSCH_CSF,Rank 2,9,5,0,0,PCC
2024-08-09 11:30:22.173079,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.183083,LTE_PHY_PUSCH_CSF,Rank 2,9,6,0,0,PCC
2024-08-09 11:30:22.183083,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.193081,LTE_PHY_PUSCH_CSF,Rank 2,9,6,0,0,PCC
2024-08-09 11:30:22.193081,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.203084,LTE_PHY_PUSCH_CSF,Rank 2,10,7,0,0,PCC
2024-08-09 11:30:22.203084,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.213087,LTE_PHY_PUSCH_CSF,Rank 2,10,7,0,0,PCC
2024-08-09 11:30:22.213087,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.223082,LTE_PHY_PUSCH_CSF,Rank 2,10,6,0,0,PCC
2024-08-09 11:30:22.223082,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.233078,LTE_PHY_PUSCH_CSF,Rank 1,13,0,0,0,PCC
2024-08-09 11:30:22.233078,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.243080,LTE_PHY_PUSCH_CSF,Rank 1,13,0,0,0,PCC
2024-08-09 11:30:22.243080,LTE_PHY_PUSCH_CSF,Rank 1,10,0,2,0,SCC-2
2024-08-09 11:30:22.253084,LTE_PHY_PUSCH_CSF,Rank 2,9,6,0,0,PCC
2024-08-09 11:30:22.253084,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.263080,LTE_PHY_PUSCH_CSF,Rank 2,9,6,0,0,PCC
2024-08-09 11:30:22.263080,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.273078,LTE_PHY_PUSCH_CSF,Rank 1,11,0,0,0,PCC
2024-08-09 11:30:22.273078,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.283080,LTE_PHY_PUSCH_CSF,Rank 2,9,5,0,0,PCC
2024-08-09 11:30:22.283080,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.293098,LTE_PHY_PUSCH_CSF,Rank 2,9,6,0,0,PCC
2024-08-09 11:30:22.293098,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.303082,LTE_PHY_PUSCH_CSF,Rank 2,9,6,0,0,PCC
2024-08-09 11:30:22.303082,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.313083,LTE_PHY_PUSCH_CSF,Rank 2,9,6,0,0,PCC
2024-08-09 11:30:22.313083,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.322803,LTE_PHY_PUSCH_CSF,Rank 2,9,6,0,0,PCC
2024-08-09 11:30:22.322803,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.333079,LTE_PHY_PUSCH_CSF,Rank 2,9,5,0,0,PCC
2024-08-09 11:30:22.333079,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.343079,LTE_PHY_PUSCH_CSF,Rank 2,9,6,0,0,PCC
2024-08-09 11:30:22.343079,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.353082,LTE_PHY_PUSCH_CSF,Rank 2,9,6,0,0,PCC
2024-08-09 11:30:22.353082,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.362970,LTE_PHY_PUSCH_CSF,Rank 2,9,5,0,0,PCC
2024-08-09 11:30:22.362970,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.373085,LTE_PHY_PUSCH_CSF,Rank 2,9,6,0,0,PCC
2024-08-09 11:30:22.373085,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.383074,LTE_PHY_PUSCH_CSF,Rank 2,8,5,0,0,PCC
2024-08-09 11:30:22.383074,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.393083,LTE_PHY_PUSCH_CSF,Rank 2,9,6,0,0,PCC
2024-08-09 11:30:22.393083,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.403075,LTE_PHY_PUSCH_CSF,Rank 2,9,6,0,0,PCC
2024-08-09 11:30:22.403075,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.413081,LTE_PHY_PUSCH_CSF,Rank 2,9,6,0,0,PCC
2024-08-09 11:30:22.413081,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.422959,LTE_PHY_PUSCH_CSF,Rank 2,9,6,0,0,PCC
2024-08-09 11:30:22.422959,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.433075,LTE_PHY_PUSCH_CSF,Rank 2,9,6,0,0,PCC
2024-08-09 11:30:22.433075,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.443078,LTE_PHY_PUSCH_CSF,Rank 2,8,6,0,0,PCC
2024-08-09 11:30:22.443078,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.453077,LTE_PHY_PUSCH_CSF,Rank 2,7,5,0,0,PCC
2024-08-09 11:30:22.453077,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.463077,LTE_PHY_PUSCH_CSF,Rank 2,8,6,0,0,PCC
2024-08-09 11:30:22.463077,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.473078,LTE_PHY_PUSCH_CSF,Rank 2,8,6,0,0,PCC
2024-08-09 11:30:22.473078,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.483078,LTE_PHY_PUSCH_CSF,Rank 2,8,6,0,0,PCC
2024-08-09 11:30:22.483078,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.493074,LTE_PHY_PUSCH_CSF,Rank 2,8,6,0,0,PCC
2024-08-09 11:30:22.493074,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.503092,LTE_PHY_PUSCH_CSF,Rank 2,8,6,0,0,PCC
2024-08-09 11:30:22.503092,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.513076,LTE_PHY_PUSCH_CSF,Rank 2,8,6,0,0,PCC
2024-08-09 11:30:22.513076,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.523080,LTE_PHY_PUSCH_CSF,Rank 2,9,6,0,0,PCC
2024-08-09 11:30:22.523080,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.533079,LTE_PHY_PUSCH_CSF,Rank 2,8,7,0,0,PCC
2024-08-09 11:30:22.533079,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.543091,LTE_PHY_PUSCH_CSF,Rank 2,9,7,0,0,PCC
2024-08-09 11:30:22.543091,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.553074,LTE_PHY_PUSCH_CSF,Rank 2,8,6,0,0,PCC
