timestamp,type_id,e_arfcn,num_cells,pci,serv_cell_index,rsrp,rsrq,rssi,ftl_snr_0,ftl_snr_1,cinr_rx_0,cinr_rx_1,projected_sir,post_ic_rsrq
2024-08-09 11:30:20.349592,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-87.6875,-14.5,-55.375,-4.599999904632568,-4.599999904632568,4294966121,4294965886,-3,-15.3125
2024-08-09 11:30:20.362019,LTE_PHY_Serv_Cell_Measurement,100,2,351,PCell,-98.5625,-12.4375,-60.875,4.5,-0.30000001192092896,1150,4294967167,-3,-14.1875
2024-08-09 11:30:20.362019,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-87.6875,-14.5,-55.4375,-1.100000023841858,-1.899999976158142,4294966070,4294965822,-3,-15.0625
2024-08-09 11:30:20.369602,LTE_PHY_Serv_Cell_Measurement,100,1,351,PCell,-98.5,-12.4375,-62.875,9.699999809265137,6.599999904632568,1170,4294967210,-3,-13.875
2024-08-09 11:30:20.369602,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-87.75,-14.5,-55.0,-3.0,-3.4000000953674316,4294966170,4294965886,-3,-16.1875
2024-08-09 11:30:20.379083,LTE_PHY_Serv_Cell_Measurement,100,1,351,PCell,-98.4375,-12.4375,-63.0625,10.600000381469727,9.5,1321,139,-2,-13.9375
2024-08-09 11:30:20.379083,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-87.75,-14.5,-55.25,-3.799999952316284,-4.199999809265137,4294966096,4294965806,-2,-15.3125
2024-08-09 11:30:20.389628,LTE_PHY_Serv_Cell_Measurement,100,1,351,PCell,-98.375,-12.4375,-63.4375,12.800000190734863,13.899999618530273,1528,410,-2,-13.6875
2024-08-09 11:30:20.389628,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-87.75,-14.5625,-54.0625,-4.300000190734863,-4.599999904632568,4294966096,4294965755,-2,-17.125
2024-08-09 11:30:20.402733,LTE_PHY_Serv_Cell_Measurement,100,2,351,PCell,-98.3125,-12.5,-62.9375,15.199999809265137,15.800000190734863,1800,726,-2,-14.375
2024-08-09 11:30:20.402733,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-87.8125,-14.625,-53.75,-3.5,-4.099999904632568,4294966070,4294965755,-2,-16.9375
2024-08-09 11:30:20.409593,LTE_PHY_Serv_Cell_Measurement,100,1,351,PCell,-98.25,-12.5,-63.4375,15.600000381469727,16.600000381469727,2011,962,-2,-13.9375
2024-08-09 11:30:20.409593,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-87.8125,-14.625,-53.625,-3.4000000953674316,-3.700000047683716,4294966070,4294965737,-2,-17.0625
2024-08-09 11:30:20.419598,LTE_PHY_Serv_Cell_Measurement,100,1,351,PCell,-98.25,-12.5625,-63.6875,10.0,12.300000190734863,2144,1183,-2,-13.8125
2024-08-09 11:30:20.419598,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-87.8125,-14.6875,-53.8125,-3.4000000953674316,-3.200000047683716,4294966083,4294965737,-2,-16.9375
2024-08-09 11:30:20.429586,LTE_PHY_Serv_Cell_Measurement,100,1,351,PCell,-98.1875,-12.5625,-63.5,12.0,14.399999618530273,2251,1441,-2,-14.0625
2024-08-09 11:30:20.429586,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-87.875,-14.6875,-53.75,-3.0999999046325684,-3.0,4294966070,4294965683,-2,-15.5625
2024-08-09 11:30:20.442739,LTE_PHY_Serv_Cell_Measurement,100,2,351,PCell,-98.1875,-12.5625,-63.25,11.800000190734863,13.199999809265137,2481,1728,-2,-14.4375
2024-08-09 11:30:20.442739,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-87.875,-14.6875,-53.5,-4.5,-5.0,4294966030,4294965737,-2,-15.5625
2024-08-09 11:30:20.449566,LTE_PHY_Serv_Cell_Measurement,100,1,351,PCell,-98.125,-12.625,-63.25,14.5,14.100000381469727,2611,1904,-2,-14.5625
2024-08-09 11:30:20.449566,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-87.9375,-14.6875,-53.8125,-4.599999904632568,-5.0,4294966017,4294965737,-2,-16.4375
2024-08-09 11:30:20.459608,LTE_PHY_Serv_Cell_Measurement,100,1,351,PCell,-98.125,-12.625,-63.5625,13.100000381469727,13.600000381469727,2733,2090,-2,-14.4375
2024-08-09 11:30:20.459608,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-87.9375,-14.75,-53.6875,-4.800000190734863,-5.099999904632568,4294965946,4294965701,-2,-16.8125
2024-08-09 11:30:20.469574,LTE_PHY_Serv_Cell_Measurement,100,1,351,PCell,-98.125,-12.625,-63.8125,14.5,15.199999809265137,2849,2269,-2,-14.3125
2024-08-09 11:30:20.469574,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-87.9375,-14.75,-53.75,-5.5,-6.199999809265137,4294965946,4294965683,-2,-16.375
2024-08-09 11:30:20.482786,LTE_PHY_Serv_Cell_Measurement,100,2,351,PCell,-98.125,-12.6875,-63.875,9.300000190734863,8.699999809265137,2919,2422,-2,-13.5
2024-08-09 11:30:20.482786,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-88.0,-14.8125,-53.0,-4.699999809265137,-4.800000190734863,4294965946,4294965626,-2,-17.875
2024-08-09 11:30:20.489023,LTE_PHY_Serv_Cell_Measurement,100,1,351,PCell,-98.125,-12.6875,-64.0,14.800000190734863,14.399999618530273,2973,2477,-2,-13.75
2024-08-09 11:30:20.489023,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-88.0,-14.875,-53.125,-5.099999904632568,-4.800000190734863,4294965916,4294965606,-2,-18.125
2024-08-09 11:30:20.499087,LTE_PHY_Serv_Cell_Measurement,100,1,351,PCell,-98.1875,-12.6875,-64.125,12.0,11.800000190734863,2916,2488,-2,-13.375
2024-08-09 11:30:20.499087,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-88.0625,-14.875,-53.6875,-5.5,-4.900000095367432,4294965901,4294965606,-2,-17.3125
2024-08-09 11:30:20.509591,LTE_PHY_Serv_Cell_Measurement,100,1,351,PCell,-98.1875,-12.6875,-63.6875,13.899999618530273,13.600000381469727,2824,2506,-2,-14.4375
2024-08-09 11:30:20.509591,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-88.0625,-14.9375,-53.0625,-4.400000095367432,-4.400000095367432,4294965901,4294965645,-2,-17.6875
2024-08-09 11:30:20.521899,LTE_PHY_Serv_Cell_Measurement,100,2,351,PCell,-98.1875,-12.6875,-64.6875,14.699999809265137,14.699999809265137,2929,2602,-2,-13.1875
2024-08-09 11:30:20.521899,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-88.125,-14.9375,-53.375,-5.0,-5.5,4294965870,4294965626,-2,-17.0625
