timestamp,type_id,cell_id,ssb_or_trs,carrier_index,ftl_snr_raw_0,ftl_snr_0,ftl_snr_raw_1,ftl_snr_1,ftl_snr_raw_2,ftl_snr_2,ftl_snr_raw_3,ftl_snr_3
2024-08-09 11:02:13.052739,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1612,1.97,759,-1.32,1096,0.30,2322,3.54
2024-08-09 11:02:13.052748,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1293,1.02,863,-0.75,2801,4.35,1844,2.55
2024-08-09 11:02:13.080912,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1628,2.01,907,-0.53,3426,5.21,2115,3.14
2024-08-09 11:02:13.080914,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1542,1.78,761,-1.30,1075,0.21,2317,3.53
2024-08-09 11:02:13.112739,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1404,1.37,958,-0.29,3342,5.10,1928,2.74
2024-08-09 11:02:13.112742,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1654,2.08,1087,0.26,3528,5.34,2206,3.32
2024-08-09 11:02:13.132740,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1627,2.01,807,-1.05,1099,0.31,2357,3.61
2024-08-09 11:02:13.132742,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1220,0.76,872,-0.70,2851,4.42,1947,2.79
2024-08-09 11:02:13.160915,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1541,1.78,1027,0.01,2627,4.07,2226,3.36
2024-08-09 11:02:13.240914,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1383,1.31,761,-1.30,2088,3.09,1817,2.49
2024-08-09 11:02:13.240916,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1579,1.88,733,-1.47,938,-0.38,2186,3.28
2024-08-09 11:02:13.272739,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1177,0.61,557,-2.69,1736,2.29,1567,1.85
2024-08-09 11:02:13.272741,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1418,1.42,639,-2.08,2440,3.76,1989,2.88
2024-08-09 11:02:13.292738,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1610,1.97,740,-1.43,929,-0.43,2270,3.45
2024-08-09 11:02:13.292740,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1094,0.29,820,-0.97,1957,2.81,1716,2.24
2024-08-09 11:02:13.320909,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1286,0.99,740,-1.43,2206,3.32,1809,2.47
2024-08-09 11:02:13.320911,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1450,1.51,634,-2.11,813,-1.01,2115,3.14
2024-08-09 11:02:13.352740,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1555,1.81,614,-2.26,2554,3.95,1934,2.76
2024-08-09 11:02:13.352742,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1179,0.61,787,-1.16,2052,3.01,1842,2.55
2024-08-09 11:02:13.372739,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1400,1.36,524,-2.97,792,-1.13,2207,3.32
2024-08-09 11:02:13.372742,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,952,-0.32,657,-1.96,1951,2.79,1835,2.53
2024-08-09 11:02:13.480913,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,716,-1.57,1034,0.04,1030,0.02,2170,3.25
2024-08-09 11:02:13.480920,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1035,0.05,530,-2.92,651,-2.00,2351,3.60
2024-08-09 11:02:13.512739,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,871,-0.71,1040,0.07,1087,0.26,2337,3.57
2024-08-09 11:02:13.512741,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,709,-1.62,936,-0.39,641,-2.06,2272,3.45
2024-08-09 11:02:13.532738,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1138,0.46,936,-0.39,607,-2.31,2186,3.28
2024-08-09 11:02:13.532747,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,982,-0.18,1091,0.28,790,-1.14,2521,3.90
2024-08-09 11:02:13.572744,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1969,2.83,565,-2.63,1151,0.51,1286,0.99
2024-08-09 11:02:13.572747,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,2488,3.84,808,-1.04,889,-0.62,1221,0.77
2024-08-09 11:02:13.600913,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,2409,3.70,562,-2.65,767,-1.27,985,-0.17
2024-08-09 11:02:13.600914,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1922,2.73,541,-2.82,1436,1.47,1493,1.64
2024-08-09 11:02:13.632737,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,2051,3.01,524,-2.97,559,-2.68,886,-0.63
2024-08-09 11:02:13.632739,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,2010,2.92,681,-1.80,567,-2.61,835,-0.90
2024-08-09 11:02:13.712741,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,2051,3.01,899,-0.57,530,-2.92,1371,1.27
2024-08-09 11:02:13.732740,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,2959,4.58,750,-1.37,608,-2.30,1708,2.22
2024-08-09 11:02:13.732742,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,2090,3.09,478,-3.38,458,-3.58,1013,-0.05
2024-08-09 11:02:13.952738,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,898,-0.58,685,-1.77,1124,0.41,2261,3.43
2024-08-09 11:02:13.952740,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1305,1.06,535,-2.87,973,-0.22,1668,2.12
2024-08-09 11:02:13.972739,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1723,2.26,933,-0.41,2027,2.96,1221,0.77
2024-08-09 11:02:13.972740,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1732,2.28,931,-0.42,1164,0.56,1392,1.34
2024-08-09 11:02:14.000914,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,2490,3.84,1144,0.48,955,-0.31,429,-3.87
2024-08-09 11:02:14.000915,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,2308,3.52,1023,-0.00,1499,1.66,1148,0.50
2024-08-09 11:02:14.032739,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,2168,3.25,876,-0.68,596,-2.39,609,-2.29
2024-08-09 11:02:14.032748,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,3116,4.80,942,-0.37,708,-1.62,1140,0.47
2024-08-09 11:02:14.052740,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,2957,4.58,853,-0.80,1029,0.02,2017,2.94
2024-08-09 11:02:14.052742,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,2827,4.39,797,-1.10,537,-2.86,3578,5.40
2024-08-09 11:02:14.080913,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1812,2.48,566,-2.62,349,-4.82,4728,6.59
2024-08-09 11:02:14.080919,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,2946,4.56,725,-1.52,696,-1.70,2500,3.86
2024-08-09 11:02:14.160915,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,2178,3.27,805,-1.06,1031,0.03,2068,3.04
2024-08-09 11:02:14.192739,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,913,-0.50,638,-2.09,683,-1.78,1400,1.36
2024-08-09 11:02:14.192742,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,852,-0.81,685,-1.77,1013,-0.05,1040,0.07
2024-08-09 11:02:14.232741,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1837,2.53,832,-0.91,1548,1.80,1968,2.83
2024-08-09 11:02:14.232743,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,873,-0.70,849,-0.82,539,-2.84,1090,0.27
2024-08-09 11:02:14.252737,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1596,1.93,1213,0.74,869,-0.72,1684,2.16
2024-08-09 11:02:14.252739,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,668,-1.88,784,-1.17,442,-3.74,1058,0.14
2024-08-09 11:02:14.280912,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,892,-0.60,944,-0.36,433,-3.83,1151,0.51
2024-08-09 11:02:14.280914,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1294,1.02,646,-2.03,2303,3.51,1619,1.99
2024-08-09 11:02:14.312740,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,544,-2.80,493,-3.24,332,-5.05,786,-1.16
2024-08-09 11:02:14.312742,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,653,-1.98,570,-2.59,369,-4.56,900,-0.57
2024-08-09 11:02:14.332737,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1017,-0.03,443,-3.73,2131,3.17,1340,1.17
2024-08-09 11:02:14.332739,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,620,-2.21,506,-3.12,484,-3.33,686,-1.76
2024-08-09 11:02:14.360914,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,767,-1.27,667,-1.89,463,-3.53,855,-0.79
2024-08-09 11:02:14.360915,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,711,-1.60,451,-3.65,1630,2.02,1032,0.03
2024-08-09 11:02:14.392739,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,691,-1.73,615,-2.25,388,-4.33,729,-1.49
2024-08-09 11:02:14.392741,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,434,-3.82,444,-3.72,254,-6.32,489,-3.28
2024-08-09 11:02:14.412737,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,426,-3.90,700,-1.67,1300,1.04,837,-0.88
2024-08-09 11:02:14.412739,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,344,-4.89,323,-5.18,270,-6.03,224,-6.93
2024-08-09 11:02:14.440910,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,444,-3.72,418,-3.99,229,-6.83,278,-5.89
2024-08-09 11:02:14.440912,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,474,-3.42,862,-0.76,1319,1.10,897,-0.58
2024-08-09 11:02:14.572738,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,410,-4.08,299,-5.55,85,-12.29,1205,0.71
2024-08-09 11:02:14.600911,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,481,-3.35,319,-5.24,275,-5.94,667,-1.89
2024-08-09 11:02:14.600913,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,486,-3.31,371,-4.54,510,-3.09,782,-1.18
2024-08-09 11:02:14.632737,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,272,-5.99,54,-15.83,192,-7.70,325,-5.15
2024-08-09 11:02:14.632739,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,211,-7.23,53,-16.01,14,-,370,-4.55
2024-08-09 11:02:14.652735,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,429,-3.87,601,-2.35,220,-7.02,1515,1.70
2024-08-09 11:02:14.652737,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,149,-9.01,161,-8.60,0,-,450,-3.66
2024-08-09 11:02:14.680912,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,0,-,398,-4.22,0,-,548,-2.77
2024-08-09 11:02:14.680914,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,263,-6.16,919,-0.47,55,-15.65,269,-6.05
2024-08-09 11:02:14.712741,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,0,-,1845,2.55,0,-,410,-4.08
2024-08-09 11:02:14.712743,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,347,-4.85,220,-7.02,143,-9.23,1422,1.43
2024-08-09 11:02:14.732736,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,568,-2.60,625,-2.18,385,-4.37,1125,0.41
2024-08-09 11:02:14.732739,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,500,-3.18,0,-,327,-5.13,1551,1.80
2024-08-09 11:02:14.760914,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,251,-6.38,390,-4.31,385,-4.37,626,-2.17
2024-08-09 11:02:14.760915,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,900,-0.57,509,-3.10,439,-3.77,523,-2.98
2024-08-09 11:02:14.792734,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,920,-0.47,144,-9.19,68,-13.87,37,-21.14
2024-08-09 11:02:14.792736,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,328,-5.11,132,-9.66,13,-,0,-
2024-08-09 11:02:14.880907,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,246,-6.48,757,-1.33,512,-3.07,327,-5.13
2024-08-09 11:02:14.880909,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,638,-2.09,1456,1.53,946,-0.35,942,-0.37
2024-08-09 11:02:14.912732,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,664,-1.91,710,-1.61,1310,1.07,4,-
2024-08-09 11:02:14.912743,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,79,-12.78,1324,1.12,315,-5.30,450,-3.66
2024-08-09 11:02:14.932738,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,829,-0.93,1481,1.60,616,-2.24,368,-4.58
2024-08-09 11:02:14.932740,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,227,-6.87,943,-0.36,474,-3.42,768,-1.26
2024-08-09 11:02:14.960911,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,203,-7.42,1780,2.40,827,-0.94,2212,3.33
2024-08-09 11:02:14.960913,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1081,0.24,1658,2.09,1179,0.61,399,-4.20
2024-08-09 11:02:14.992734,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,86,-12.21,2309,3.52,750,-1.37,2596,4.02
2024-08-09 11:02:14.992736,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,282,-5.82,1364,1.25,1072,0.20,559,-2.68
2024-08-09 11:02:15.012739,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,842,-0.86,1472,1.58,1586,1.90,318,-5.26
2024-08-09 11:02:15.012748,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,359,-4.69,201,-7.47,353,-4.77,78,-12.87
2024-08-09 11:02:15.040910,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,469,-3.47,1524,1.73,271,-6.01,346,-4.86
2024-08-09 11:02:15.040912,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,810,-1.03,889,-0.62,689,-1.74,426,-3.90
2024-08-09 11:02:15.072734,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,429,-3.87,520,-3.00,241,-6.58,520,-3.00
2024-08-09 11:02:15.072736,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,225,-6.91,167,-8.41,201,-7.47,779,-1.20
2024-08-09 11:02:15.092735,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,400,-4.19,563,-2.64,193,-7.67,583,-2.49
2024-08-09 11:02:15.092737,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,232,-6.76,150,-8.97,158,-8.70,500,-3.18
2024-08-09 11:02:15.120908,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,338,-4.97,313,-5.33,887,-0.63,244,-6.52
2024-08-09 11:02:15.120910,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,402,-4.17,740,-1.43,560,-2.67,615,-2.25
2024-08-09 11:02:15.152732,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,203,-7.42,249,-6.42,484,-3.33,79,-12.78
2024-08-09 11:02:15.152741,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,519,-3.01,319,-5.24,299,-5.55,112,-10.59
2024-08-09 11:02:15.172734,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,605,-2.32,1061,0.15,484,-3.33,903,-0.55
2024-08-09 11:02:15.172736,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,987,-0.16,813,-1.01,262,-6.17,690,-1.74
2024-08-09 11:02:15.200906,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,947,-0.34,1679,2.15,389,-4.32,2070,3.05
2024-08-09 11:02:15.200908,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,598,-2.37,1226,0.78,957,-0.30,1207,0.72
2024-08-09 11:02:15.232736,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1132,0.44,1868,2.61,68,-13.87,3507,5.31
2024-08-09 11:02:15.232738,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1302,1.05,1385,1.31,85,-12.29,4603,6.47
2024-08-09 11:02:15.252732,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,470,-3.46,1265,0.92,976,-0.21,1032,0.03
2024-08-09 11:02:15.252740,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1073,0.20,742,-1.42,0,-,3835,5.69
2024-08-09 11:02:15.332733,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1772,2.38,1762,2.35,0,-,4090,5.97
2024-08-09 11:02:15.360906,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1772,2.38,1671,2.13,0,-,2490,3.84
2024-08-09 11:02:15.360908,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,649,-2.01,1558,1.82,1318,1.10,1084,0.25
2024-08-09 11:02:15.392735,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1622,2.00,1840,2.54,0,-,1288,1.00
2024-08-09 11:02:15.392737,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1810,2.47,1375,1.28,0,-,723,-1.53
2024-08-09 11:02:15.412733,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,754,-1.35,1396,1.35,1052,0.12,1165,0.56
2024-08-09 11:02:15.412735,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1572,1.86,1159,0.54,158,-8.70,607,-2.31
2024-08-09 11:02:15.440908,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1521,1.72,891,-0.61,22,-,537,-2.86
2024-08-09 11:02:15.440910,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,721,-1.54,1723,2.26,420,-3.97,1305,1.06
2024-08-09 11:02:15.472743,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,971,-0.23,1114,0.37,94,-11.65,476,-3.40
2024-08-09 11:02:15.472746,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1721,2.25,1059,0.15,14,-,112,-10.59
2024-08-09 11:02:15.492736,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,786,-1.16,1850,2.56,452,-3.64,1248,0.86
2024-08-09 11:02:15.572735,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,735,-1.46,2014,2.93,356,-4.73,1188,0.65
2024-08-09 11:02:15.572737,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1846,2.56,1761,2.35,0,-,169,-8.35
2024-08-09 11:02:15.600910,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,2245,3.40,1777,2.39,0,-,348,-4.84
2024-08-09 11:02:15.600912,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,750,-1.37,2029,2.96,513,-3.06,904,-0.55
2024-08-09 11:02:15.632735,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,2493,3.85,1975,2.85,0,-,792,-1.13
2024-08-09 11:02:15.632736,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,2897,4.49,1956,2.81,0,-,699,-1.68
2024-08-09 11:02:15.652733,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,912,-0.51,2168,3.25,694,-1.71,661,-1.93
2024-08-09 11:02:15.652743,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,3009,4.65,1704,2.21,0,-,442,-3.74
2024-08-09 11:02:15.680911,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,2206,3.32,1373,1.28,0,-,423,-3.94
2024-08-09 11:02:15.680912,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,940,-0.38,2037,2.98,699,-1.68,484,-3.33
2024-08-09 11:02:15.712735,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,2733,4.24,1372,1.27,285,-5.77,444,-3.72
2024-08-09 11:02:15.712737,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,3336,5.10,1580,1.88,60,-14.87,367,-4.59
2024-08-09 11:02:15.732733,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1038,0.06,2074,3.06,805,-1.06,449,-3.67
2024-08-09 11:02:15.812734,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1102,0.32,2192,3.30,747,-1.39,427,-3.89
2024-08-09 11:02:15.812736,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,2200,3.31,1129,0.43,862,-0.76,130,-9.75
2024-08-09 11:02:15.840908,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,2528,3.91,1399,1.36,1160,0.54,186,-7.86
2024-08-09 11:02:15.840909,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1311,1.08,2354,3.60,788,-1.15,466,-3.50
2024-08-09 11:02:15.920910,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1487,1.62,2201,3.31,676,-1.83,455,-3.61
2024-08-09 11:02:15.952734,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,2230,3.37,1330,1.14,1145,0.49,141,-9.30
2024-08-09 11:02:15.952736,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1971,2.84,973,-0.22,1196,0.68,110,-10.70
2024-08-09 11:02:16.032737,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,2519,3.89,1012,-0.05,1201,0.69,114,-10.49
2024-08-09 11:02:16.052732,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1780,2.40,2414,3.71,470,-3.46,548,-2.77
2024-08-09 11:02:16.052734,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1934,2.76,1101,0.32,862,-0.76,71,-13.54
2024-08-09 11:02:16.080908,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1607,1.96,636,-2.10,836,-0.89,0,-
2024-08-09 11:02:16.160907,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,2040,2.99,965,-0.26,571,-2.58,0,-
2024-08-09 11:02:16.160908,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1955,2.80,3387,5.16,467,-3.49,711,-1.60
2024-08-09 11:02:16.192739,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1932,2.75,1296,1.03,529,-2.92,0,-
2024-08-09 11:02:16.192742,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1820,2.49,1164,0.56,457,-3.59,0,-
2024-08-09 11:02:16.212739,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1915,2.71,3309,5.06,505,-3.13,686,-1.76
2024-08-09 11:02:16.212742,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1914,2.71,1047,0.10,468,-3.48,0,-
2024-08-09 11:02:16.240908,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,2292,3.49,1256,0.89,778,-1.21,87,-12.14
2024-08-09 11:02:16.240910,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,2023,2.95,2992,4.63,507,-3.12,716,-1.57
2024-08-09 11:02:16.272735,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1616,1.98,744,-1.40,719,-1.56,0,-
2024-08-09 11:02:16.272737,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,2124,3.16,960,-0.28,854,-0.80,0,-
2024-08-09 11:02:16.292731,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,2012,2.93,2246,3.40,467,-3.49,613,-2.26
2024-08-09 11:02:16.292734,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1938,2.77,956,-0.30,959,-0.29,0,-
2024-08-09 11:02:16.320907,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1805,2.46,1303,1.05,1177,0.61,72,-13.44
2024-08-09 11:02:16.320908,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1881,2.64,1990,2.88,569,-2.60,498,-3.20
2024-08-09 11:02:16.352734,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,2002,2.91,1234,0.81,1661,2.10,67,-13.98
2024-08-09 11:02:16.352736,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1796,2.44,1228,0.79,1107,0.34,77,-12.96
2024-08-09 11:02:16.372731,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1790,2.42,1956,2.81,861,-0.76,423,-3.94
2024-08-09 11:02:16.372733,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1596,1.93,973,-0.22,986,-0.17,54,-15.83
2024-08-09 11:02:16.400907,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1773,2.38,1059,0.15,829,-0.93,163,-8.54
2024-08-09 11:02:16.400909,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1544,1.78,1913,2.71,1023,-0.00,389,-4.32
2024-08-09 11:02:16.432733,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,2150,3.21,1322,1.11,979,-0.20,230,-6.80
2024-08-09 11:02:16.512734,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1410,1.39,1575,1.87,1846,2.56,619,-2.22
2024-08-09 11:02:16.512736,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,781,-1.19,1546,1.79,1250,0.87,551,-2.74
2024-08-09 11:02:16.532730,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,684,-1.78,2374,3.64,1554,1.81,610,-2.29
2024-08-09 11:02:16.532733,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,734,-1.46,1489,1.63,1521,1.72,407,-4.11
2024-08-09 11:02:16.612734,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,908,-0.53,920,-0.47,1706,2.22,258,-6.25
2024-08-09 11:02:16.640906,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1074,0.21,928,-0.43,2526,3.90,339,-4.96
2024-08-09 11:02:16.640907,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,823,-0.96,2223,3.36,1301,1.04,456,-3.60
2024-08-09 11:02:16.672733,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1132,0.44,1446,1.50,2021,2.95,386,-4.36
2024-08-09 11:02:16.672742,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,972,-0.23,1023,-0.00,1588,1.91,334,-5.03
2024-08-09 11:02:16.692731,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,899,-0.57,2500,3.86,1266,0.92,429,-3.87
2024-08-09 11:02:16.692732,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1303,1.05,830,-0.92,1492,1.64,281,-5.84
2024-08-09 11:02:16.720905,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1823,2.50,993,-0.13,975,-0.22,342,-4.92
2024-08-09 11:02:16.720907,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1075,0.21,2854,4.43,1150,0.51,411,-4.07
2024-08-09 11:02:16.752731,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1562,1.83,853,-0.80,817,-0.99,292,-5.66
2024-08-09 11:02:16.752733,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,1682,2.15,529,-2.92,1204,0.71,258,-6.25
2024-08-09 11:02:16.772732,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1046,0.09,2614,4.05,1100,0.31,369,-4.56
2024-08-09 11:02:16.852730,5G_NR_LL1_FW_Serving_FTL,351,TRS,0,1107,0.34,2619,4.06,1441,1.49,379,-4.44
2024-08-09 11:02:16.852731,5G_NR_LL1_FW_Serving_FTL,351,SSB,0,2555,3.95,1202,0.70,2762,4.29,340,-4.94
